31.546473,20.229143,81.202359,26.01124,66.161722,66.869991,16.576815,94.775361,44.008986,7.946231,93.497589,56.697151,13.169082,68.862228,83.647147,4.00000
33.13262,18.559434,87.686602,26.260896,63.274671,68.137058,17.042087,93.270075,45.470234,8.227531,90.712139,59.194039,12.865828,69.702473,83.052879,4.00000
32.823121,15.690704,83.287208,25.889869,61.809521,67.795767,16.800859,89.689717,46.453583,8.282242,87.67986,59.846524,13.03201,64.560822,84.759286,4.00000
32.527102,17.694349,84.305922,26.39671,59.751758,68.654699,17.547172,90.308641,45.844228,8.863257,86.727846,61.273982,13.293754,62.772341,87.507476,4.00000
32.513438,17.755339,83.009665,26.110398,64.029793,66.350693,16.584906,92.792466,44.440108,8.155706,89.883118,58.536051,12.719412,68.460721,83.124679,4.00000
34.336705,20.920157,82.390801,25.493467,63.083332,68.126523,16.223288,92.841707,45.281443,7.929141,91.600169,57.169717,12.774402,73.119652,78.632843,4.00000
32.40945,18.296574,80.193439,25.802947,63.787798,67.536977,16.313484,93.744736,44.154551,7.856666,93.962788,56.063456,13.138388,72.916497,79.587111,4.00000
31.732312,17.923905,81.307107,25.911717,66.285994,66.250187,16.335501,95.439706,43.358022,7.503676,93.921224,56.207215,13.644676,70.659211,82.72647,4.00000
32.192423,18.327035,82.309522,26.370662,62.584006,67.078071,17.457233,93.158037,43.139618,8.769219,88.948664,58.311038,13.207659,67.681725,81.420554,4.00000
33.789965,18.610441,83.902749,25.886574,64.872904,67.009218,16.684651,93.757802,44.612429,8.278165,92.273076,57.223458,13.345843,72.403454,80.059649,4.00000
32.479621,19.736056,82.994262,26.176528,62.572236,67.941841,17.319434,93.36781,44.856394,8.929949,90.392146,58.467861,13.392085,73.056746,78.934022,4.00000
30.231891,19.282321,81.45697,26.524186,62.755438,67.082843,17.244155,92.399731,44.632891,8.534473,88.479746,59.93308,13.077975,65.755865,85.335438,4.00000
32.508932,21.617046,83.17503,25.702092,65.63607,66.337472,16.550126,95.31103,43.894175,8.217967,93.378502,56.985456,13.67859,74.209222,79.503261,4.00000
32.715616,17.410117,83.852866,26.405617,62.278978,67.765895,17.174231,90.531452,45.226452,8.968005,87.843063,60.08799,13.990495,65.591064,84.757128,4.00000
32.264792,18.906861,85.837492,27.155602,61.266446,68.282515,17.821218,91.528212,45.605011,9.518423,89.952436,58.782528,12.92535,70.360324,81.295916,4.00000
30.748883,18.35825,82.079181,26.880026,64.52455,65.024621,17.4196,92.305103,43.643249,9.088803,86.449579,60.945486,12.815056,66.311393,83.870406,4.00000
34.170204,18.615928,83.550781,26.2002,67.578947,63.683294,16.826785,94.540844,42.956772,8.528445,92.788723,56.427219,12.900747,73.264673,78.570954,4.00000
31.360644,18.86527,83.440795,26.105126,67.658274,65.005792,16.837286,96.808498,42.479246,8.261172,97.24301,54.047502,12.974947,72.885538,81.136993,4.00000
32.16341,16.18273,82.162003,26.44178,65.47814,64.156274,17.395182,91.879122,43.065315,8.605116,87.057957,60.066844,12.543935,62.680696,86.327756,4.00000
29.642433,18.38559,81.170442,27.094031,63.038469,64.604356,18.061983,89.33273,44.874155,9.940108,86.424689,59.721074,13.493488,64.570527,83.171782,4.00000
32.979093,15.259879,84.285559,26.36944,65.801689,62.694462,17.300842,91.747538,42.371744,9.584914,89.089967,57.038656,13.612605,69.620047,78.477708,4.00000
33.750979,17.760853,85.672457,25.971052,69.919357,63.126656,16.854482,98.278136,40.905436,7.631254,96.663162,54.609981,13.615138,71.671074,82.432264,4.00000
31.210588,19.319922,78.838412,26.715893,63.489834,62.33227,17.900466,91.619636,40.594252,10.019954,90.694992,53.634833,13.951447,70.097369,75.239486,4.00000
32.147519,17.240999,83.132031,26.263372,67.660342,61.938175,17.050975,93.508976,41.287935,8.5598,92.153917,55.454455,13.59091,67.450079,82.62652,4.00000
31.89333,16.071622,83.646421,26.279839,66.716477,63.884803,17.079693,95.248667,41.101864,8.354452,93.905035,55.21329,13.58938,67.458275,84.326953,4.00000
32.217646,17.091548,83.836296,26.45811,71.482513,61.302881,16.723256,100.322797,38.6406,7.688666,100.323833,50.83876,13.017827,79.420779,75.744439,4.00000
31.916271,16.679646,82.623381,26.40414,70.261595,62.912998,16.934782,97.89176,40.88134,7.944449,97.662605,53.373982,12.941431,75.786357,78.979643,4.00000
31.984813,17.715481,81.725779,27.078799,66.558222,61.333904,17.916214,91.921259,41.172775,9.668007,88.935861,56.155212,12.382816,65.688768,80.089796,4.00000
32.205948,17.45159,85.534858,26.755876,67.635201,63.596489,17.539965,95.0183,41.769341,8.919363,93.737116,55.639757,13.006275,70.830169,81.149512,4.00000
32.976194,17.108107,84.191573,26.637929,67.297241,62.791304,17.539484,93.507694,42.127237,8.923139,87.782713,59.870152,13.126946,63.352763,85.652128,4.00000
32.206695,16.333439,83.086714,27.485949,63.975451,63.466434,18.392204,92.094133,42.076253,10.084294,88.30246,57.4905,13.201021,69.237974,78.367596,4.00000
32.400358,17.957688,86.081034,27.201273,62.507521,65.159555,18.369307,89.518163,44.642699,10.008326,85.872037,60.184659,13.483983,63.879615,82.962222,4.00000
29.359704,18.131975,81.24842,27.403652,63.294275,63.526728,18.568459,90.613947,42.797679,10.89707,86.510125,58.046298,13.56396,66.483678,78.925267,4.00000
31.838825,17.553757,82.070345,27.367241,63.505715,64.311968,17.867018,88.655858,44.808892,9.427736,84.713715,60.12435,13.216843,63.558695,82.526956,4.00000
31.110097,16.076345,80.610778,27.990214,63.181333,62.181011,18.785362,85.752687,44.279157,10.984498,80.960138,60.235782,13.360973,62.02197,79.664397,4.00000
30.281619,15.773053,77.38648,28.493562,64.556935,59.122677,19.013714,85.775795,43.528047,10.56579,80.408296,59.857617,13.61498,62.452852,78.096459,4.00000
32.416112,17.342313,81.651999,26.863716,65.630579,64.557215,17.96244,93.93572,42.206542,9.541138,90.275272,57.700983,13.295786,68.953037,80.771578,4.00000
33.045685,16.66982,83.710527,26.538015,68.963607,63.545317,17.076132,97.135088,41.789217,7.718273,94.322684,56.572395,13.009327,70.54208,83.262727,4.00000
31.42552,18.229446,80.347345,27.674712,63.208248,62.365412,19.129715,88.003677,43.682639,10.945206,82.988018,60.028003,13.31045,63.021624,80.757515,4.00000
30.811064,17.31971,78.85136,26.891271,68.701408,60.918732,17.437095,96.52297,38.933615,8.89248,93.046673,53.982727,13.467229,72.230896,77.110575,4.00000
32.310715,18.674393,85.997194,27.207382,65.592833,64.018524,17.920512,94.555221,41.555631,8.891575,91.896897,56.532867,13.12974,67.020425,83.437497,4.00000
31.885969,14.578384,80.542589,27.540504,65.581748,62.142776,17.773479,92.71817,40.865682,8.970041,89.686923,56.149308,12.96052,67.284828,79.878016,4.00000
30.204008,18.340917,82.999892,28.783202,60.45572,62.708067,20.386203,81.321666,46.417958,12.701399,79.093108,60.321789,14.376629,63.790735,75.098044,4.00000
29.381851,16.983307,72.060295,29.716081,61.942839,58.080552,21.233521,83.706282,42.644893,13.465332,78.032178,58.7397,14.142884,62.41866,72.728931,4.00000
28.460536,19.049092,75.954998,30.595163,65.38635,57.872617,21.280107,86.66128,42.315676,13.229029,85.314066,54.815888,13.76735,74.997974,65.617538,4.00000
30.923696,16.371957,77.61641,27.614897,67.271807,61.395073,17.91184,93.074963,41.520626,9.563761,91.249026,55.121351,12.476886,72.265333,75.242466,4.00000
30.722293,17.773188,75.092643,28.592381,62.365797,61.026104,19.06423,85.500723,43.464706,11.002886,84.069516,56.688141,13.743677,65.512561,74.760118,4.00000
31.807041,19.480607,78.621402,28.369329,60.892026,63.529903,19.462548,84.901137,44.989697,11.995126,85.633397,56.269401,13.502349,72.179823,70.825634,4.00000
31.152708,17.92911,76.904737,27.252696,65.002327,63.038336,17.74766,92.908492,41.465373,9.436541,92.958947,54.039352,12.154383,69.325886,78.383489,4.00000
31.994799,18.857656,79.085116,28.124154,67.567018,59.458661,18.916728,90.601674,41.886188,10.163235,87.430411,56.917013,13.29737,64.834658,79.785546,4.00000
